Ensembl Gene ID	Ensembl Transcript ID	CDS Length
ENSG00000185133	ENST00000412985	433
ENSG00000185133	ENST00000331075	3021
ENSG00000185133	ENST00000420017	306
ENSG00000185133	ENST00000400294	1920
ENSG00000185133	ENST00000405300	1920
ENSG00000185133	ENST00000404390	1917
ENSG00000185133	ENST00000402238	1038
ENSG00000185133	ENST00000404453	1116
ENSG00000185133	ENST00000401755	1116
ENSG00000185133	ENST00000412277	2820
ENSG00000085832	ENST00000371730	2289
ENSG00000085832	ENST00000371733	2691
ENSG00000085832	ENST00000371727	780
ENSG00000085832	ENST00000396122	1722
ENSG00000150471	ENST00000512091	3723
ENSG00000150471	ENST00000514591	4410
ENSG00000150471	ENST00000509896	3927
ENSG00000150471	ENST00000511324	3900
ENSG00000150471	ENST00000506700	3696
ENSG00000150471	ENST00000507164	4029
ENSG00000150471	ENST00000508693	4056
ENSG00000150471	ENST00000507625	4587
ENSG00000150471	ENST00000514157	3825
ENSG00000150471	ENST00000504896	3852
ENSG00000150471	ENST00000508946	4539
ENSG00000150471	ENST00000506720	4743
ENSG00000150471	ENST00000506746	4716
ENSG00000150471	ENST00000514996	4512
ENSG00000150471	ENST00000502815	2755
ENSG00000150471	ENST00000545650	4410
ENSG00000160593	ENST00000356289	1185
ENSG00000160593	ENST00000292067	1155
ENSG00000160593	ENST00000533261	1152
ENSG00000160593	ENST00000526595	918
ENSG00000160593	ENST00000526620	1068
ENSG00000160593	ENST00000524477	362
ENSG00000160593	ENST00000527877	201
ENSG00000160593	ENST00000525565	465
ENSG00000181315	ENST00000415922	1209
ENSG00000181315	ENST00000471278	1209
ENSG00000181315	ENST00000480036	78
ENSG00000197430	ENST00000371172	426
ENSG00000197430	ENST00000393871	357
ENSG00000197430	ENST00000393870	393
ENSG00000197430	ENST00000419479	396
ENSG00000197430	ENST00000536387	396
ENSG00000145375	ENST00000274008	2682
ENSG00000146755	ENST00000333149	1464
ENSG00000146755	ENST00000453152	1464
ENSG00000125998	ENST00000374408	2244
ENSG00000182963	ENST00000587113	783
ENSG00000182963	ENST00000330514	1191
ENSG00000182963	ENST00000586347	340
ENSG00000182963	ENST00000590758	1191
ENSG00000182963	ENST00000592524	1191
ENSG00000182963	ENST00000591424	311
ENSG00000182963	ENST00000587239	218
ENSG00000182963	ENST00000586267	210
ENSG00000182963	ENST00000426548	1191
ENSG00000165124	ENST00000297826	4494
ENSG00000165124	ENST00000374469	10647
ENSG00000165124	ENST00000374461	2538
ENSG00000165124	ENST00000401783	10716
ENSG00000165124	ENST00000302728	4650
ENSG00000101019	ENST00000457259	166
ENSG00000101019	ENST00000349714	819
ENSG00000101019	ENST00000359226	660
ENSG00000101019	ENST00000374394	69
ENSG00000101019	ENST00000374384	822
ENSG00000101019	ENST00000374380	696
ENSG00000101019	ENST00000374385	900
ENSG00000101019	ENST00000453855	381
ENSG00000101019	ENST00000424405	748
ENSG00000101019	ENST00000443429	375
ENSG00000101019	ENST00000438533	730
ENSG00000101019	ENST00000397554	666
ENSG00000101019	ENST00000491040	135
ENSG00000101019	ENST00000397553	150
ENSG00000101019	ENST00000407996	489
ENSG00000101019	ENST00000374377	564
ENSG00000101019	ENST00000397556	603
ENSG00000101019	ENST00000540457	435
ENSG00000101019	ENST00000542501	447
ENSG00000139531	ENST00000356124	1638
ENSG00000139531	ENST00000266971	1638
ENSG00000139531	ENST00000394115	1638
ENSG00000139531	ENST00000547586	128
ENSG00000139531	ENST00000552258	363
ENSG00000139531	ENST00000548274	1638
ENSG00000139531	ENST00000546833	485
ENSG00000139531	ENST00000551841	315
ENSG00000139531	ENST00000394109	1638
ENSG00000139531	ENST00000550065	1638
ENSG00000124635	ENST00000339812	381
ENSG00000124635	ENST00000541790	381
ENSG00000167081	ENST00000342287	1056
ENSG00000167081	ENST00000373487	1368
ENSG00000167081	ENST00000373489	1305
ENSG00000167081	ENST00000373492	282
ENSG00000167081	ENST00000373482	282
ENSG00000167081	ENST00000447726	1080
ENSG00000167081	ENST00000538998	789
ENSG00000167081	ENST00000428092	443
ENSG00000167081	ENST00000561297	387
ENSG00000167081	ENST00000373483	762
ENSG00000196787	ENST00000359193	393
ENSG00000129295	ENST00000519595	1401
ENSG00000129295	ENST00000522789	621
ENSG00000129295	ENST00000518642	1236
ENSG00000129295	ENST00000519085	421
ENSG00000129295	ENST00000522584	270
ENSG00000129295	ENST00000250173	1401
ENSG00000131097	ENST00000591513	300
ENSG00000131097	ENST00000253410	300
ENSG00000131097	ENST00000587021	165
ENSG00000131097	ENST00000586911	122
ENSG00000197903	ENST00000356950	381
ENSG00000197903	ENST00000396891	381
ENSG00000198339	ENST00000354348	312
ENSG00000108883	ENST00000426333	2919
ENSG00000108883	ENST00000592576	2889
ENSG00000108883	ENST00000591382	2919
ENSG00000108883	ENST00000590124	672
ENSG00000108883	ENST00000402521	2814
ENSG00000108883	ENST00000589769	404
ENSG00000108883	ENST00000591856	117
ENSG00000108883	ENST00000588374	102
ENSG00000108883	ENST00000593072	445
ENSG00000108883	ENST00000592701	319
ENSG00000184825	ENST00000377459	387
ENSG00000122735	ENST00000437363	868
ENSG00000122735	ENST00000242317	2100
ENSG00000122735	ENST00000470169	527
ENSG00000122735	ENST00000442556	428
ENSG00000122735	ENST00000545019	507
ENSG00000112812	ENST00000454665	438
ENSG00000112812	ENST00000421826	774
ENSG00000112812	ENST00000230582	1545
ENSG00000112812	ENST00000470870	501
ENSG00000112812	ENST00000468930	279
ENSG00000112812	ENST00000466364	300
ENSG00000112812	ENST00000485993	414
ENSG00000112812	ENST00000475106	492
ENSG00000205517	ENST00000562663	751
ENSG00000205517	ENST00000563726	546
ENSG00000205517	ENST00000380456	2133
ENSG00000205517	ENST00000393423	2151
ENSG00000205517	ENST00000589032	232
ENSG00000205517	ENST00000567431	530
ENSG00000205517	ENST00000567080	501
ENSG00000165071	ENST00000522780	302
ENSG00000165071	ENST00000523829	942
ENSG00000165071	ENST00000356838	831
ENSG00000165071	ENST00000377901	699
ENSG00000165071	ENST00000522334	190
ENSG00000165071	ENST00000519016	124
ENSG00000165071	ENST00000519187	297
ENSG00000165071	ENST00000519304	275
ENSG00000077800	ENST00000431982	969
ENSG00000077800	ENST00000442793	758
ENSG00000077800	ENST00000413573	894
ENSG00000077800	ENST00000445032	306
ENSG00000077800	ENST00000429879	600
ENSG00000077800	ENST00000252037	984
ENSG00000153574	ENST00000283646	936
ENSG00000095587	ENST00000357947	3048
ENSG00000004961	ENST00000321143	807
ENSG00000004961	ENST00000380763	807
ENSG00000004961	ENST00000380762	807
ENSG00000130313	ENST00000252603	777
ENSG00000130313	ENST00000594761	540
ENSG00000130313	ENST00000600923	648
ENSG00000130313	ENST00000595782	444
ENSG00000164056	ENST00000505319	202
ENSG00000164056	ENST00000339241	960
ENSG00000164056	ENST00000507703	628
ENSG00000164056	ENST00000394339	960
ENSG00000164056	ENST00000508849	105
ENSG00000129028	ENST00000249861	774
ENSG00000129028	ENST00000560604	383
ENSG00000131196	ENST00000253506	2478
ENSG00000131196	ENST00000591814	2151
ENSG00000131196	ENST00000397790	1062
ENSG00000131196	ENST00000587635	1920
ENSG00000131196	ENST00000542384	2142
ENSG00000131196	ENST00000427363	2832
ENSG00000131196	ENST00000318065	2439
ENSG00000131196	ENST00000590313	216
ENSG00000131196	ENST00000592223	2112
ENSG00000131196	ENST00000329101	2793
ENSG00000131196	ENST00000586434	2103
ENSG00000131196	ENST00000545796	1416
ENSG00000187720	ENST00000355327	3057
ENSG00000187720	ENST00000357769	1977
ENSG00000187720	ENST00000261862	3057
ENSG00000145681	ENST00000274341	1065
ENSG00000145681	ENST00000510978	775
ENSG00000145681	ENST00000508307	597
ENSG00000145681	ENST00000503117	547
ENSG00000145681	ENST00000504713	474
ENSG00000145681	ENST00000514416	486
ENSG00000145681	ENST00000515590	459
ENSG00000110514	ENST00000453571	226
ENSG00000110514	ENST00000342922	4767
ENSG00000110514	ENST00000428807	463
ENSG00000110514	ENST00000402799	4638
ENSG00000110514	ENST00000406482	4440
ENSG00000110514	ENST00000349238	4827
ENSG00000110514	ENST00000311027	4944
ENSG00000110514	ENST00000407859	4698
ENSG00000110514	ENST00000395344	4626
ENSG00000110514	ENST00000444117	409
ENSG00000110514	ENST00000395336	4746
ENSG00000110514	ENST00000402192	4764
ENSG00000110514	ENST00000422579	405
ENSG00000110514	ENST00000405573	1320
ENSG00000114745	ENST00000319283	1323
ENSG00000114745	ENST00000453680	951
ENSG00000114745	ENST00000452389	648
ENSG00000114745	ENST00000422110	858
ENSG00000114745	ENST00000431601	741
ENSG00000114745	ENST00000479927	1038
ENSG00000114745	ENST00000427459	486
ENSG00000114745	ENST00000419156	426
ENSG00000114745	ENST00000437458	581
ENSG00000114745	ENST00000416741	209
ENSG00000114745	ENST00000411813	474
ENSG00000114745	ENST00000413243	147
ENSG00000114745	ENST00000441081	266
ENSG00000151458	ENST00000504087	4290
ENSG00000151458	ENST00000515641	3753
ENSG00000213186	ENST00000309784	1212
ENSG00000213186	ENST00000479460	533
ENSG00000213186	ENST00000471396	465
ENSG00000213186	ENST00000496222	537
ENSG00000213186	ENST00000471155	343
ENSG00000213186	ENST00000494486	335
ENSG00000213186	ENST00000468542	204
ENSG00000213186	ENST00000543469	972
ENSG00000011198	ENST00000456453	380
ENSG00000011198	ENST00000458276	1050
ENSG00000011198	ENST00000013894	135
ENSG00000011198	ENST00000454293	135
ENSG00000011198	ENST00000413300	468
ENSG00000162068	ENST00000293973	1743
ENSG00000129292	ENST00000395383	1665
ENSG00000129292	ENST00000395379	936
ENSG00000129292	ENST00000361997	1542
ENSG00000129292	ENST00000395386	3054
ENSG00000129292	ENST00000315808	1722
ENSG00000129292	ENST00000337920	858
ENSG00000129292	ENST00000395376	951
ENSG00000129292	ENST00000522580	259
ENSG00000129292	ENST00000395390	2979
ENSG00000129292	ENST00000486199	795
ENSG00000129292	ENST00000521038	338
ENSG00000129292	ENST00000395374	453
ENSG00000129292	ENST00000460236	281
ENSG00000129292	ENST00000395382	1332
ENSG00000129292	ENST00000220847	1215
ENSG00000162065	ENST00000567020	1662
ENSG00000162065	ENST00000293970	1680
ENSG00000162065	ENST00000562105	161
ENSG00000162065	ENST00000564879	549
ENSG00000162065	ENST00000569874	60
ENSG00000162065	ENST00000434757	1680
ENSG00000186432	ENST00000334256	1566
ENSG00000186432	ENST00000483437	510
ENSG00000211592	ENST00000390237	323
ENSG00000211593	ENST00000390238	38
ENSG00000211594	ENST00000390239	37
ENSG00000196159	ENST00000394329	14946
ENSG00000196159	ENST00000335110	9669
ENSG00000211595	ENST00000390240	38
ENSG00000188763	ENST00000344575	1776
ENSG00000047648	ENST00000380736	2316
ENSG00000047648	ENST00000303025	2316
ENSG00000047648	ENST00000337414	2925
ENSG00000047648	ENST00000495242	2073
ENSG00000047648	ENST00000380717	1806
ENSG00000047648	ENST00000380718	2298
ENSG00000047648	ENST00000534860	1815
ENSG00000047648	ENST00000380732	2073
ENSG00000047648	ENST00000413512	1404
ENSG00000180354	ENST00000324453	396
ENSG00000180354	ENST00000409688	273
ENSG00000180354	ENST00000434060	230
ENSG00000180354	ENST00000324489	297
ENSG00000180354	ENST00000415604	396
ENSG00000180354	ENST00000455738	297
ENSG00000179674	ENST00000320767	579
ENSG00000167483	ENST00000595684	2001
ENSG00000167483	ENST00000332386	1956
ENSG00000167483	ENST00000335393	2094
ENSG00000167483	ENST00000601861	2001
ENSG00000167483	ENST00000599164	1863
ENSG00000167483	ENST00000449408	1272
ENSG00000167483	ENST00000600519	1689
ENSG00000167483	ENST00000600871	1710
ENSG00000167483	ENST00000599124	1755
ENSG00000167483	ENST00000352727	1848
ENSG00000167483	ENST00000300971	1782
ENSG00000163590	ENST00000497343	585
ENSG00000163590	ENST00000498165	1083
ENSG00000163590	ENST00000464260	546
ENSG00000163590	ENST00000295839	702
ENSG00000014641	ENST00000233114	1005
ENSG00000014641	ENST00000409908	510
ENSG00000014641	ENST00000442225	202
ENSG00000014641	ENST00000409476	633
ENSG00000014641	ENST00000436321	359
ENSG00000014641	ENST00000454035	342
ENSG00000014641	ENST00000432309	667
ENSG00000014641	ENST00000421012	264
ENSG00000014641	ENST00000539945	1059
ENSG00000014641	ENST00000394423	1005
ENSG00000014641	ENST00000544381	738
ENSG00000165410	ENST00000341223	501
ENSG00000165410	ENST00000298159	501
ENSG00000165410	ENST00000554470	66
ENSG00000165410	ENST00000422678	177
ENSG00000165410	ENST00000555765	450
ENSG00000165410	ENST00000556161	450
ENSG00000260272	ENST00000564543	1131
ENSG00000158553	ENST00000429945	279
ENSG00000158553	ENST00000444565	3108
ENSG00000158553	ENST00000377451	2916
ENSG00000117859	ENST00000371714	2172
ENSG00000117859	ENST00000435274	351
ENSG00000117859	ENST00000447887	2241
ENSG00000117859	ENST00000495776	223
ENSG00000117859	ENST00000428468	2211
ENSG00000117859	ENST00000453295	2160
ENSG00000117859	ENST00000489990	591
ENSG00000117859	ENST00000534040	126
ENSG00000117859	ENST00000532975	328
ENSG00000117859	ENST00000527631	276
ENSG00000117859	ENST00000531828	1716
ENSG00000117859	ENST00000361556	1881
ENSG00000117859	ENST00000533884	240
ENSG00000117859	ENST00000481937	98
ENSG00000117859	ENST00000526917	240
ENSG00000117859	ENST00000462759	1677
ENSG00000117859	ENST00000486942	1677
ENSG00000117859	ENST00000528603	105
ENSG00000117859	ENST00000531061	350
ENSG00000117859	ENST00000371710	2265
ENSG00000117859	ENST00000337809	2226
ENSG00000117859	ENST00000530544	1968
ENSG00000117859	ENST00000435686	1716
ENSG00000185883	ENST00000568694	468
ENSG00000185883	ENST00000330398	468
ENSG00000185883	ENST00000568562	192
ENSG00000185883	ENST00000562353	264
ENSG00000185883	ENST00000565223	339
ENSG00000185883	ENST00000564973	339
ENSG00000100078	ENST00000215885	1530
ENSG00000225362	ENST00000566432	234
ENSG00000225362	ENST00000449977	411
ENSG00000225362	ENST00000567117	291
ENSG00000211596	ENST00000390241	38
ENSG00000211597	ENST00000390242	38
ENSG00000138942	ENST00000326132	579
ENSG00000138942	ENST00000518626	579
ENSG00000138942	ENST00000266252	411
ENSG00000138942	ENST00000426256	393
ENSG00000009954	ENST00000339594	4452
ENSG00000009954	ENST00000404251	4452
ENSG00000198604	ENST00000358716	4575
ENSG00000198604	ENST00000382422	4671
ENSG00000198604	ENST00000555331	37
ENSG00000198604	ENST00000554865	229
ENSG00000198604	ENST00000553573	233
ENSG00000198604	ENST00000360310	4671
ENSG00000164066	ENST00000504491	605
ENSG00000164066	ENST00000335251	2829
ENSG00000164066	ENST00000503626	1227
ENSG00000164066	ENST00000503952	1308
ENSG00000164066	ENST00000506283	290
ENSG00000164066	ENST00000510766	280
ENSG00000164066	ENST00000296461	1227
ENSG00000123411	ENST00000262032	1758
ENSG00000123411	ENST00000552689	30
ENSG00000123411	ENST00000551103	147
ENSG00000123411	ENST00000547167	1758
ENSG00000123411	ENST00000547791	1623
ENSG00000123411	ENST00000431367	1452
ENSG00000180233	ENST00000323037	729
ENSG00000180233	ENST00000442800	35
ENSG00000211598	ENST00000390243	363
ENSG00000164176	ENST00000296591	1443
ENSG00000164176	ENST00000380138	1413
ENSG00000160588	ENST00000278949	708
ENSG00000160588	ENST00000525386	198
ENSG00000160588	ENST00000527472	672
ENSG00000160588	ENST00000446386	327
ENSG00000124613	ENST00000244576	1077
ENSG00000124613	ENST00000461521	399
ENSG00000125363	ENST00000380714	576
ENSG00000125363	ENST00000380712	618
ENSG00000125363	ENST00000348912	528
ENSG00000211599	ENST00000390244	345
ENSG00000205678	ENST00000507440	981
ENSG00000205678	ENST00000381210	1092
ENSG00000205678	ENST00000511997	84
ENSG00000205678	ENST00000509536	437
ENSG00000243466	ENST00000496168	351
ENSG00000146386	ENST00000367660	246
ENSG00000146386	ENST00000461027	204
ENSG00000164512	ENST00000507283	1845
ENSG00000164512	ENST00000504958	1716
ENSG00000164512	ENST00000434982	981
ENSG00000164512	ENST00000505970	404
ENSG00000164512	ENST00000513241	537
ENSG00000164512	ENST00000519586	481
ENSG00000164512	ENST00000341048	1845
ENSG00000165521	ENST00000554922	5934
ENSG00000165521	ENST00000553526	183
ENSG00000165521	ENST00000380664	5910
ENSG00000165521	ENST00000555823	770
ENSG00000165521	ENST00000553281	617
ENSG00000165521	ENST00000352093	5796
ENSG00000239855	ENST00000464162	351
ENSG00000182541	ENST00000406516	1890
ENSG00000182541	ENST00000331728	1917
ENSG00000182541	ENST00000425203	247
ENSG00000182541	ENST00000333611	1854
ENSG00000182541	ENST00000340552	2061
ENSG00000182541	ENST00000444929	1179
ENSG00000243063	ENST00000390247	348
ENSG00000112406	ENST00000367658	1632
ENSG00000240671	ENST00000495489	345
ENSG00000241755	ENST00000493819	351
ENSG00000077147	ENST00000371142	1770
ENSG00000077147	ENST00000443638	761
ENSG00000066933	ENST00000356056	7647
ENSG00000066933	ENST00000561618	4196
ENSG00000066933	ENST00000568042	1391
ENSG00000066933	ENST00000564571	7191
ENSG00000066933	ENST00000568481	582
ENSG00000066933	ENST00000566885	3906
ENSG00000066933	ENST00000568438	271
ENSG00000066933	ENST00000569314	422
ENSG00000066933	ENST00000564931	220
ENSG00000066933	ENST00000424560	7860
ENSG00000066933	ENST00000444904	7590
ENSG00000241351	ENST00000483158	345
ENSG00000106100	ENST00000222823	2862
ENSG00000106100	ENST00000434755	2340
ENSG00000106100	ENST00000413433	179
ENSG00000106100	ENST00000411552	179
ENSG00000106100	ENST00000419799	179
ENSG00000106100	ENST00000419601	137
ENSG00000106100	ENST00000423334	750
ENSG00000243290	ENST00000480492	351
ENSG00000244437	ENST00000390252	345
ENSG00000240864	ENST00000479981	351
ENSG00000240382	ENST00000490686	351
ENSG00000239951	ENST00000492167	348
ENSG00000096654	ENST00000377419	2256
ENSG00000096654	ENST00000211936	2256
ENSG00000005302	ENST00000312196	1566
ENSG00000005302	ENST00000337339	1251
ENSG00000005302	ENST00000468149	384
ENSG00000005302	ENST00000476743	57
ENSG00000005302	ENST00000421368	673
ENSG00000005302	ENST00000380693	1068
ENSG00000005302	ENST00000380692	590
ENSG00000005302	ENST00000487782	391
ENSG00000005302	ENST00000380691	351
ENSG00000005302	ENST00000398527	1530
ENSG00000005302	ENST00000361672	1119
ENSG00000106635	ENST00000223368	609
ENSG00000106635	ENST00000411832	438
ENSG00000106635	ENST00000454871	267
ENSG00000106635	ENST00000448175	237
ENSG00000106635	ENST00000455335	93
ENSG00000106635	ENST00000416906	93
ENSG00000149573	ENST00000278937	648
ENSG00000149573	ENST00000438295	648
ENSG00000259784	ENST00000569317	457
ENSG00000162066	ENST00000568263	809
ENSG00000162066	ENST00000293971	1230
ENSG00000162066	ENST00000302956	1320
ENSG00000162066	ENST00000413459	1785
ENSG00000162066	ENST00000563633	498
ENSG00000162066	ENST00000566706	902
ENSG00000162066	ENST00000569879	890
ENSG00000162066	ENST00000563556	467
ENSG00000169255	ENST00000320474	996
ENSG00000169255	ENST00000392779	996
ENSG00000169255	ENST00000392781	996
ENSG00000169255	ENST00000473285	996
ENSG00000169255	ENST00000417187	276
ENSG00000169255	ENST00000488170	996
ENSG00000169255	ENST00000468268	333
ENSG00000169255	ENST00000492353	196
ENSG00000169255	ENST00000473142	176
ENSG00000169255	ENST00000498216	162
ENSG00000169255	ENST00000484127	124
ENSG00000169255	ENST00000460353	451
ENSG00000169255	ENST00000494173	89
ENSG00000169255	ENST00000392780	996
ENSG00000211611	ENST00000390256	342
ENSG00000164440	ENST00000358430	2055
ENSG00000164440	ENST00000367652	398
ENSG00000169764	ENST00000394417	1494
ENSG00000169764	ENST00000466642	159
ENSG00000169764	ENST00000484142	147
ENSG00000169764	ENST00000482668	314
ENSG00000169764	ENST00000467648	1494
ENSG00000169764	ENST00000497510	231
ENSG00000169764	ENST00000480679	114
ENSG00000169764	ENST00000483108	147
ENSG00000169764	ENST00000493222	147
ENSG00000169764	ENST00000467400	231
ENSG00000169764	ENST00000487640	159
ENSG00000169764	ENST00000337130	1527
ENSG00000169764	ENST00000488245	406
ENSG00000169764	ENST00000497883	525
ENSG00000169764	ENST00000445915	1554
ENSG00000169764	ENST00000496334	114
ENSG00000169764	ENST00000467999	90
ENSG00000169764	ENST00000475462	512
ENSG00000169764	ENST00000487042	159
ENSG00000169764	ENST00000491621	638
ENSG00000169764	ENST00000472047	452
ENSG00000127184	ENST00000247655	192
ENSG00000127184	ENST00000509578	192
ENSG00000127184	ENST00000515763	171
ENSG00000197728	ENST00000356464	348
ENSG00000197728	ENST00000552361	348
ENSG00000241294	ENST00000484817	360
ENSG00000244575	ENST00000498435	351
ENSG00000244116	ENST00000482769	360
ENSG00000145242	ENST00000273854	3114
ENSG00000145242	ENST00000432638	2625
ENSG00000145242	ENST00000354839	3048
ENSG00000145242	ENST00000511294	3015
ENSG00000168913	ENST00000399775	231
ENSG00000243238	ENST00000468494	360
ENSG00000164442	ENST00000367651	813
ENSG00000164442	ENST00000536159	813
ENSG00000164442	ENST00000537332	813
ENSG00000204183	ENST00000374375	753
ENSG00000185130	ENST00000377401	381
ENSG00000196747	ENST00000358739	393
ENSG00000125965	ENST00000374369	1506
ENSG00000125965	ENST00000374372	1506
ENSG00000242076	ENST00000473726	351
ENSG00000122756	ENST00000351266	1119
ENSG00000122756	ENST00000378980	1119
ENSG00000122756	ENST00000417345	768
ENSG00000239862	ENST00000465170	351
ENSG00000203813	ENST00000369163	411
ENSG00000242371	ENST00000498574	351
ENSG00000211619	ENST00000390264	314
ENSG00000182611	ENST00000333151	387
ENSG00000233828	ENST00000445770	465
ENSG00000126001	ENST00000446710	492
ENSG00000126001	ENST00000420564	342
ENSG00000126001	ENST00000397527	7329
ENSG00000126001	ENST00000461386	1617
ENSG00000126001	ENST00000397524	1020
ENSG00000126001	ENST00000425934	2053
ENSG00000126001	ENST00000425096	629
ENSG00000126001	ENST00000425525	417
ENSG00000126001	ENST00000422671	2634
ENSG00000126001	ENST00000342580	7161
ENSG00000145715	ENST00000274376	3144
ENSG00000145715	ENST00000515800	1620
ENSG00000145715	ENST00000456692	2613
ENSG00000145715	ENST00000512763	2643
ENSG00000145715	ENST00000506290	2646
ENSG00000196374	ENST00000359465	381
ENSG00000197238	ENST00000355057	312
ENSG00000065361	ENST00000549282	379
ENSG00000065361	ENST00000549061	349
ENSG00000065361	ENST00000267101	4029
ENSG00000065361	ENST00000411731	552
ENSG00000065361	ENST00000550869	132
ENSG00000065361	ENST00000551085	2766
ENSG00000065361	ENST00000551242	996
ENSG00000065361	ENST00000549672	345
ENSG00000065361	ENST00000415288	3852
ENSG00000065361	ENST00000550070	1398
ENSG00000065361	ENST00000553131	1752
ENSG00000065361	ENST00000549832	1389
ENSG00000065361	ENST00000552833	140
ENSG00000065361	ENST00000450146	2100
ENSG00000151475	ENST00000281154	948
ENSG00000169251	ENST00000468606	294
ENSG00000169251	ENST00000460503	467
ENSG00000169251	ENST00000493066	656
ENSG00000169251	ENST00000351193	1512
ENSG00000169251	ENST00000472947	1590
ENSG00000169251	ENST00000463518	656
ENSG00000169251	ENST00000476237	486
ENSG00000169251	ENST00000460469	1512
ENSG00000197914	ENST00000357549	312
ENSG00000184348	ENST00000330180	393
ENSG00000164070	ENST00000508776	2520
ENSG00000164070	ENST00000296464	2520
ENSG00000164070	ENST00000508549	1593
ENSG00000164070	ENST00000505726	2442
ENSG00000164070	ENST00000439123	2613
ENSG00000042832	ENST00000523901	180
ENSG00000042832	ENST00000220616	8307
ENSG00000042832	ENST00000523756	442
ENSG00000042832	ENST00000518505	678
ENSG00000042832	ENST00000519178	3673
ENSG00000042832	ENST00000518058	185
ENSG00000042832	ENST00000519543	2706
ENSG00000042832	ENST00000522797	223
ENSG00000042832	ENST00000518108	581
ENSG00000042832	ENST00000521107	519
ENSG00000042832	ENST00000377869	8136
ENSG00000042832	ENST00000542445	3417
ENSG00000248727	ENST00000506836	198
ENSG00000006625	ENST00000440082	156
ENSG00000006625	ENST00000275428	567
ENSG00000006625	ENST00000409144	285
ENSG00000006625	ENST00000426081	359
ENSG00000006625	ENST00000447901	156
ENSG00000006625	ENST00000409390	501
ENSG00000006625	ENST00000598361	312
ENSG00000006625	ENST00000409436	501
ENSG00000006625	ENST00000005374	345
ENSG00000269679	ENST00000597412	246
ENSG00000060069	ENST00000299543	2886
ENSG00000060069	ENST00000075430	2604
ENSG00000060069	ENST00000591598	2400
ENSG00000060069	ENST00000590635	236
ENSG00000198851	ENST00000361763	624
ENSG00000198851	ENST00000528600	606
ENSG00000167131	ENST00000577339	178
ENSG00000167131	ENST00000410006	729
ENSG00000167131	ENST00000357776	712
ENSG00000167131	ENST00000410027	297
ENSG00000167131	ENST00000417826	729
ENSG00000233822	ENST00000449538	381
ENSG00000233822	ENST00000396980	381
ENSG00000198374	ENST00000357320	393
ENSG00000251039	ENST00000429992	332
ENSG00000251039	ENST00000560045	312
ENSG00000135577	ENST00000258042	1173
ENSG00000251546	ENST00000448155	353
ENSG00000184357	ENST00000331442	681
ENSG00000203733	ENST00000450456	618
ENSG00000267982	ENST00000593334	390
ENSG00000250036	ENST00000509129	353
ENSG00000182572	ENST00000328488	411
ENSG00000225940	ENST00000438651	384
ENSG00000100100	ENST00000215912	792
ENSG00000100100	ENST00000402249	705
ENSG00000100100	ENST00000443175	434
ENSG00000100100	ENST00000487265	555
ENSG00000100100	ENST00000441972	522
ENSG00000205923	ENST00000567119	744
ENSG00000205923	ENST00000565480	147
ENSG00000205923	ENST00000382350	744
ENSG00000095015	ENST00000399503	4539
ENSG00000196542	ENST00000359175	231
ENSG00000196542	ENST00000497137	231
ENSG00000239975	ENST00000390265	351
ENSG00000009844	ENST00000367630	924
ENSG00000009844	ENST00000367621	750
ENSG00000009844	ENST00000452973	669
ENSG00000239571	ENST00000474213	360
ENSG00000198558	ENST00000355981	312
ENSG00000243264	ENST00000491977	360
ENSG00000214447	ENST00000331733	1242
ENSG00000214447	ENST00000412523	1242
ENSG00000242534	ENST00000453166	360
ENSG00000242534	ENST00000558026	306
ENSG00000140992	ENST00000342085	1671
ENSG00000140992	ENST00000566659	264
ENSG00000140992	ENST00000441549	1365
ENSG00000140992	ENST00000268673	1290
ENSG00000140992	ENST00000474706	108
ENSG00000140992	ENST00000492021	168
ENSG00000140992	ENST00000389224	1590
ENSG00000140992	ENST00000461815	447
ENSG00000140992	ENST00000478708	121
ENSG00000140992	ENST00000354836	1599
ENSG00000182447	ENST00000327928	1434
ENSG00000198003	ENST00000356392	1788
ENSG00000198003	ENST00000591345	348
ENSG00000198003	ENST00000591179	1608
ENSG00000198003	ENST00000586836	1215
ENSG00000198003	ENST00000545100	1626
ENSG00000258508	ENST00000556747	357
ENSG00000211623	ENST00000390268	360
ENSG00000241566	ENST00000462693	360
ENSG00000131095	ENST00000253408	1299
ENSG00000131095	ENST00000588735	177
ENSG00000131095	ENST00000591880	306
ENSG00000131095	ENST00000586125	193
ENSG00000131095	ENST00000435360	1296
ENSG00000131095	ENST00000586793	1317
ENSG00000131095	ENST00000592320	744
ENSG00000131095	ENST00000587997	571
ENSG00000131095	ENST00000376990	540
ENSG00000131095	ENST00000588957	172
ENSG00000131095	ENST00000588316	785
ENSG00000131095	ENST00000585728	186
ENSG00000131095	ENST00000586127	36
ENSG00000131095	ENST00000588037	568
ENSG00000131095	ENST00000593179	26
ENSG00000100883	ENST00000556994	1515
ENSG00000100883	ENST00000554803	131
ENSG00000100883	ENST00000555746	222
ENSG00000100883	ENST00000555557	1323
ENSG00000100883	ENST00000556380	168
ENSG00000100883	ENST00000216774	1515
ENSG00000100883	ENST00000546080	1368
ENSG00000225523	ENST00000436451	342
ENSG00000100105	ENST00000266269	2064
ENSG00000100105	ENST00000405309	1614
ENSG00000100105	ENST00000351933	1926
